-3.3333 -10 -0.031243
-3.3333 -9.7895 -0.031243
-3.3333 -9.5789 -0.038084
-3.3333 -9.3684 -0.044926
-3.3333 -9.1579 -0.024857
-3.3333 -8.9474 -0.025314
-3.3333 -8.7368 -0.021209
-3.3333 -8.5263 -0.012999
-3.3333 -8.3158 -0.028506
-3.3333 -8.1053 -0.0052452
-3.3333 -7.8947 0.008894
-3.3333 -7.6842 -0.044014
-3.3333 -7.4737 -0.057697
-3.3333 -7.2632 -0.047206
-3.3333 -7.0526 -0.054048
-3.3333 -6.8421 -0.037172
-3.3333 -6.6316 -0.031699
-3.3333 -6.4211 -0.04447
-3.3333 -6.2105 -0.0034208
-3.3333 -6 -0.049487
-3.3333 -5.7895 -0.10103
-3.3333 -5.5789 -0.089624
-3.3333 -5.3684 -0.042189
-3.3333 -5.1579 -0.049031
-3.3333 -4.9474 -0.050399
-3.3333 -4.7368 -0.049031
-3.3333 -4.5263 -0.045838
-3.3333 -4.3158 -0.048575
-3.3333 -4.1053 -0.04675
-3.3333 -3.8947 -0.057241
-3.3333 -3.6842 -0.057241
-3.3333 -3.4737 -0.080046
-3.3333 -3.2632 -0.07959
-3.3333 -3.0526 -0.079133
-3.3333 -2.8421 -0.06317
-3.3333 -2.6316 -0.09236
-3.3333 -2.4211 -0.10331
-3.3333 -2.2105 -0.10787
-3.3333 -2 -0.086431
-3.3333 -1.7895 -0.076397
-3.3333 -1.5789 -0.076397
-3.3333 -1.3684 -0.080502
-3.3333 -1.1579 -0.090992
-3.3333 -0.94737 -0.092816
-3.3333 -0.73684 -0.088255
-3.3333 -0.52632 -0.10787
-3.3333 -0.31579 -0.070468
-3.3333 -0.10526 -0.066363
-3.3333 0.10526 -0.064994
-3.3333 0.31579 -0.07138
-3.3333 0.52632 -0.063626
-3.3333 0.73684 -0.045838
-3.3333 0.94737 -0.047662
-3.3333 1.1579 -0.064082
-3.3333 1.3684 -0.099202
-3.3333 1.5789 -0.06545
-3.3333 1.7895 -0.050399
-3.3333 2 -0.090992
-3.3333 2.2105 -0.093273
-3.3333 2.4211 -0.062714
-3.3333 2.6316 -0.080502
-3.3333 2.8421 -0.085975
-3.3333 3.0526 -0.080502
-3.3333 3.2632 -0.089168
-3.3333 3.4737 -0.082326
-3.3333 3.6842 -0.11973
-3.3333 3.8947 -0.13204
-3.3333 4.1053 -0.10376
-3.3333 4.3158 -0.089624
-3.3333 4.5263 -0.058609
-3.3333 4.7368 -0.058609
-3.3333 4.9474 -0.055416
-3.3333 5.1579 -0.047662
-3.3333 5.3684 -0.062258
-3.3333 5.5789 -0.041733
-3.3333 5.7895 -0.054504
-3.3333 6 -0.044926
-3.3333 6.2105 -0.08187
-3.3333 6.4211 -0.070011
-3.3333 6.6316 -0.080502
-3.3333 6.8421 -0.089168
-3.3333 7.0526 -0.11015
-3.3333 7.2632 -0.12383
-3.3333 7.4737 -0.13067
-3.3333 7.6842 -0.14025
-3.3333 7.8947 -0.10969
-3.3333 8.1053 -0.12064
-3.3333 8.3158 -0.12155
-3.3333 8.5263 -0.12155
-3.3333 8.7368 -0.13387
-3.3333 8.9474 -0.1325
-3.3333 9.1579 -0.11471
-3.3333 9.3684 -0.080046
-3.3333 9.5789 -0.030787
-3.3333 9.7895 -0.04447
-3.3333 10 0.018016
0 -10 -0.018928
0 -9.7895 0.01984
0 -9.5789 -0.014823
0 -9.3684 -0.0066135
0 -9.1579 -0.028506
0 -8.9474 0.011631
0 -8.7368 -0.0079818
0 -8.5263 -0.0070696
0 -8.3158 -0.0034208
0 -8.1053 -0.018928
0 -7.8947 -0.050855
0 -7.6842 -0.046294
0 -7.4737 -0.075941
0 -7.2632 -0.067275
0 -7.0526 -0.07138
0 -6.8421 -0.08187
0 -6.6316 -0.10832
0 -6.4211 -0.069099
0 -6.2105 -0.083238
0 -6 -0.070011
0 -5.7895 -0.05496
0 -5.5789 -0.050399
0 -5.3684 -0.0038769
0 -5.1579 0.0038769
0 -4.9474 0.0079818
0 -4.7368 -0.032611
0 -4.5263 -0.027138
0 -4.3158 -0.031243
0 -4.1053 -0.011174
0 -3.8947 -0.043101
0 -3.6842 -0.020753
0 -3.4737 -0.010262
0 -3.2632 -0.00068415
0 -3.0526 -0.051767
0 -2.8421 -0.059521
0 -2.6316 -0.058609
0 -2.4211 -0.040365
0 -2.2105 -0.0052452
0 -2 0.055872
0 -1.7895 0.038084
0 -1.5789 0.042189
0 -1.3684 0.032155
0 -1.1579 -0.0061574
0 -0.94737 0.0047891
0 -0.73684 -0.018016
0 -0.52632 -0.050399
0 -0.31579 -0.027594
0 -0.10526 -0.0066135
0 0.10526 -0.0047891
0 0.31579 0.014823
0 0.52632 0.035804
0 0.73684 -0.0038769
0 0.94737 0.0075257
0 1.1579 0.00022805
0 1.3684 -0.008894
0 1.5789 -0.012087
0 1.7895 -0.0038769
0 2 0.0025086
0 2.2105 0.042189
0 2.4211 0.034436
0 2.6316 0.02577
0 2.8421 -0.0047891
0 3.0526 -0.032155
0 3.2632 -0.03854
0 3.4737 -0.021665
0 3.6842 -0.004333
0 3.8947 -0.0052452
0 4.1053 0.012543
0 4.3158 0.045838
0 4.5263 0.10559
0 4.7368 0.16534
0 4.9474 0.15895
0 5.1579 0.1667
0 5.3684 0.17765
0 5.5789 0.20319
0 5.7895 0.19316
0 6 0.19453
0 6.2105 0.15849
0 6.4211 0.10376
0 6.6316 0.1325
0 6.8421 0.18905
0 7.0526 0.14664
0 7.2632 0.12976
0 7.4737 0.12794
0 7.6842 0.067275
0 7.8947 0.10103
0 8.1053 0.14253
0 8.3158 0.19635
0 8.5263 0.17583
0 8.7368 0.16853
0 8.9474 0.18632
0 9.1579 0.17765
0 9.3684 0.1699
0 9.5789 0.23193
0 9.7895 0.18586
0 10 0.18039
3.3333 -10 0.23786
3.3333 -9.7895 0.26613
3.3333 -9.5789 0.23101
3.3333 -9.3684 0.24379
3.3333 -9.1579 0.21916
3.3333 -8.9474 0.22919
3.3333 -8.7368 0.2374
3.3333 -8.5263 0.23147
3.3333 -8.3158 0.23968
3.3333 -8.1053 0.25975
3.3333 -7.8947 0.27617
3.3333 -7.6842 0.29304
3.3333 -7.4737 0.30445
3.3333 -7.2632 0.26568
3.3333 -7.0526 0.27891
3.3333 -6.8421 0.23238
3.3333 -6.6316 0.26477
3.3333 -6.4211 0.29213
3.3333 -6.2105 0.31311
3.3333 -6 0.2488
3.3333 -5.7895 0.30718
3.3333 -5.5789 0.29213
3.3333 -5.3684 0.32452
3.3333 -5.1579 0.30034
3.3333 -4.9474 0.3569
3.3333 -4.7368 0.37332
3.3333 -4.5263 0.54025
3.3333 -4.3158 0.6488
3.3333 -4.1053 0.63558
3.3333 -3.8947 0.60182
3.3333 -3.6842 0.61688
3.3333 -3.4737 0.61231
3.3333 -3.2632 0.65564
3.3333 -3.0526 0.65792
3.3333 -2.8421 0.68119
3.3333 -2.6316 0.64971
3.3333 -2.4211 0.61688
3.3333 -2.2105 0.5959
3.3333 -2 0.57856
3.3333 -1.7895 0.59544
3.3333 -1.5789 0.57674
3.3333 -1.3684 0.5813
3.3333 -1.1579 0.6114
3.3333 -0.94737 0.5959
3.3333 -0.73684 0.58677
3.3333 -0.52632 0.61779
3.3333 -0.31579 0.61231
3.3333 -0.10526 0.60821
3.3333 0.10526 0.59863
3.3333 0.31579 0.60912
3.3333 0.52632 0.61733
3.3333 0.73684 0.60319
3.3333 0.94737 0.57172
3.3333 1.1579 0.57674
3.3333 1.3684 0.54481
3.3333 1.5789 0.52885
3.3333 1.7895 0.54071
3.3333 2 0.54755
3.3333 2.2105 0.55393
3.3333 2.4211 0.56625
3.3333 2.6316 0.56625
3.3333 2.8421 0.56442
3.3333 3.0526 0.56214
3.3333 3.2632 0.59544
3.3333 3.4737 0.60775
3.3333 3.6842 0.64287
3.3333 3.8947 0.64789
3.3333 4.1053 0.65336
3.3333 4.3158 0.66978
3.3333 4.5263 0.66887
3.3333 4.7368 0.66887
3.3333 4.9474 0.65701
3.3333 5.1579 0.67845
3.3333 5.3684 0.68027
3.3333 5.5789 0.6114
3.3333 5.7895 0.626
3.3333 6 0.60046
3.3333 6.2105 0.54937
3.3333 6.4211 0.53478
3.3333 6.6316 0.5366
3.3333 6.8421 0.54208
3.3333 7.0526 0.57263
3.3333 7.2632 0.55485
3.3333 7.4737 0.55439
3.3333 7.6842 0.56214
3.3333 7.8947 0.56488
3.3333 8.1053 0.52292
3.3333 8.3158 0.53569
3.3333 8.5263 0.55576
3.3333 8.7368 0.55621
3.3333 8.9474 0.49464
3.3333 9.1579 0.36739
3.3333 9.3684 0.35051
3.3333 9.5789 0.39567
3.3333 9.7895 0.37514
3.3333 10 0.36055
6.6667 -10 0.31904
6.6667 -9.7895 0.33227
6.6667 -9.5789 0.28027
6.6667 -9.3684 0.28666
6.6667 -9.1579 0.3236
6.6667 -8.9474 0.33592
6.6667 -8.7368 0.32725
6.6667 -8.5263 0.33957
6.6667 -8.3158 0.29852
6.6667 -8.1053 0.33774
6.6667 -7.8947 0.31585
6.6667 -7.6842 0.31083
6.6667 -7.4737 0.31129
6.6667 -7.2632 0.28666
6.6667 -7.0526 0.34458
6.6667 -6.8421 0.3569
6.6667 -6.6316 0.35416
6.6667 -6.4211 0.34732
6.6667 -6.2105 0.40525
6.6667 -6 0.40889
6.6667 -5.7895 0.41345
6.6667 -5.5789 0.42395
6.6667 -5.3684 0.49054
6.6667 -5.1579 0.54025
6.6667 -4.9474 0.55986
6.6667 -4.7368 0.55439
6.6667 -4.5263 0.57628
6.6667 -4.3158 0.58723
6.6667 -4.1053 0.55804
6.6667 -3.8947 0.56807
6.6667 -3.6842 0.56625
6.6667 -3.4737 0.5699
6.6667 -3.2632 0.58039
6.6667 -3.0526 0.59818
6.6667 -2.8421 0.58632
6.6667 -2.6316 0.61688
6.6667 -2.4211 0.6374
6.6667 -2.2105 0.62873
6.6667 -2 0.62828
6.6667 -1.7895 0.57127
6.6667 -1.5789 0.60912
6.6667 -1.3684 0.61323
6.6667 -1.1579 0.60182
6.6667 -0.94737 0.63968
6.6667 -0.73684 0.61961
6.6667 -0.52632 0.6073
6.6667 -0.31579 0.59681
6.6667 -0.10526 0.61414
6.6667 0.10526 0.62828
6.6667 0.31579 0.61688
6.6667 0.52632 0.652
6.6667 0.73684 0.62691
6.6667 0.94737 0.65975
6.6667 1.1579 0.68164
6.6667 1.3684 0.60091
6.6667 1.5789 0.67389
6.6667 1.7895 0.65701
6.6667 2 0.60821
6.6667 2.2105 0.52064
6.6667 2.4211 0.50194
6.6667 2.6316 0.5325
6.6667 2.8421 0.5065
6.6667 3.0526 0.48962
6.6667 3.2632 0.53295
6.6667 3.4737 0.54937
6.6667 3.6842 0.54664
6.6667 3.8947 0.52109
6.6667 4.1053 0.51836
6.6667 4.3158 0.6301
6.6667 4.5263 0.63694
6.6667 4.7368 0.63421
6.6667 4.9474 0.64059
6.6667 5.1579 0.59042
6.6667 5.3684 0.62281
6.6667 5.5789 0.54481
6.6667 5.7895 0.55074
6.6667 6 0.61733
6.6667 6.2105 0.64014
6.6667 6.4211 0.63147
6.6667 6.6316 0.60137
6.6667 6.8421 0.62372
6.6667 7.0526 0.61049
6.6667 7.2632 0.59863
6.6667 7.4737 0.57081
6.6667 7.6842 0.53341
6.6667 7.8947 0.58632
6.6667 8.1053 0.56214
6.6667 8.3158 0.57856
6.6667 8.5263 0.55165
6.6667 8.7368 0.52383
6.6667 8.9474 0.53067
6.6667 9.1579 0.49829
